TYC,RAdeg,DEdeg,BTmag,VTmag,Const,Color
4608-02416-1,336.67684667,78.78593889,6.029,5.855,Cepheus,0.1739999999999995
4608-02417-1,337.47069972,78.824335,5.559,5.466,Cepheus,0.09299999999999997
4613-01169-1,345.31155417,80.78173194,6.966,6.717,Cepheus,0.24900000000000055
4615-03832-1,13.71994056,83.70745972,5.705,5.598,Cepheus,0.1070000000000002
4617-02855-1,67.05542361,83.80776417,5.359,5.488,Cepheus,-0.12900000000000045
4617-02856-1,67.50243944,83.34014333,6.524,5.566,Cepheus,0.9580000000000002
4620-02216-1,53.08220917,84.91134694,6.726,5.708,Cepheus,1.0179999999999998
4621-00522-1,82.95005333,85.93870278,6.897,6.529,Cepheus,0.3680000000000003
4621-01001-1,85.95399556,85.66832917,6.701,6.688,Cepheus,0.0129999999999999
4623-01236-1,17.18417639,86.25711667,5.821,4.364,Cepheus,1.4569999999999999
4625-00120-1,62.50125,86.62633778,6.283,5.872,Cepheus,0.4110000000000005
4627-00259-1,23.45254361,89.01571361,6.575,6.471,Ursa Minor,0.10400000000000009
4628-00237-1,37.94661861,89.26413528,2.708,2.038,Ursa Minor,0.6700000000000004
4631-02264-1,138.83853056,84.18098917,6.671,6.324,Camelopardalis,0.3470000000000004
4631-02389-1,124.22484972,84.05768528,6.51,6.457,Camelopardalis,0.052999999999999936
4632-02149-1,157.42569806,84.2521025,5.801,5.55,Camelopardalis,0.25100000000000033
4632-02151-1,157.77084361,82.55854139,5.692,5.297,Camelopardalis,0.39500000000000046
4633-01784-1,192.27826944,83.41779833,5.739,5.738,Camelopardalis,0.0009999999999994458
4633-01785-1,192.307475,83.41285778,5.317,5.288,Camelopardalis,0.028999999999999915
4634-02068-1,222.58192694,82.51246639,6.455,5.708,Ursa Minor,0.7469999999999999
4637-01340-1,181.11880528,85.58692194,6.924,6.329,Camelopardalis,0.5950000000000006
4641-00778-1,183.83606,87.699995,6.656,6.3,Ursa Minor,0.35599999999999987
4641-00817-1,184.20607417,86.43584194,6.824,6.378,Ursa Minor,0.44599999999999973
4648-02851-1,282.28427583,83.90512333,6.984,6.868,Draco,0.11599999999999966
4648-03536-1,288.78296667,83.46273167,6.629,6.515,Draco,0.11399999999999988
4648-03537-1,276.03826583,83.17545333,6.219,6.164,Draco,0.055000000000000604
4649-00749-1,310.64628278,82.53110972,5.743,5.739,Draco,0.004000000000000448
4649-01776-1,307.26178139,83.62546056,6.388,6.207,Draco,0.18100000000000005
4650-02790-1,359.11487028,83.19110167,6.639,6.563,Cepheus,0.07600000000000051
4650-03036-1,343.60173611,84.34612111,6.557,4.85,Cepheus,1.7070000000000007
4650-03037-1,341.87062722,83.15372167,6.414,4.916,Cepheus,1.4979999999999993
4652-02140-1,299.83363139,84.66874194,6.992,6.819,Draco,0.17300000000000004
4654-01613-1,333.29246611,86.10786056,5.23,5.254,Cepheus,-0.023999999999999133
4655-01047-1,262.69581944,86.96802667,6.033,5.785,Ursa Minor,0.24800000000000022
4655-01053-1,263.053745,86.58633667,4.38,4.34,Ursa Minor,0.040000000000000036
4658-00308-1,359.876635,86.70640556,6.828,6.749,Cepheus,0.07900000000000063
4658-00417-1,351.08708333,86.41774806,6.949,6.654,Cepheus,0.29499999999999993
4658-00709-1,351.74987944,87.30746,5.843,5.589,Cepheus,0.25399999999999956
4666-00548-1,1.93373361,-2.54868444,6.266,6.411,Pisces,-0.14499999999999957
4666-00935-1,0.45599083,-3.02748028,4.939,5.082,Pisces,-0.1429999999999998
4669-00996-1,1.33393722,-5.70782306,5.935,4.727,Pisces,1.2079999999999993
4669-00997-1,0.48997278,-6.01397583,6.476,4.576,Pisces,1.9000000000000004
4672-01255-1,8.88648139,-0.50546722,6.45,5.987,Cetus,0.4630000000000001
4674-01183-1,13.25204417,-1.14422056,6.822,4.941,Cetus,1.8810000000000002
4675-01216-3,8.81108528,-3.592765,5.862,5.265,Cetus,0.5970000000000004
4681-00247-1,18.70491611,-0.97428167,6.202,5.745,Cetus,0.45699999999999985
4682-00108-1,19.15143333,-2.50021556,6.531,5.526,Cetus,1.005
4683-02266-1,15.76083556,-4.83636417,6.829,5.532,Cetus,1.2969999999999997
4684-02325-1,21.08535278,-6.91467194,6.395,5.966,Cetus,0.4289999999999994
4685-02579-1,25.68131972,-3.69012194,6.792,5.142,Cetus,1.6499999999999995
4686-02532-1,29.49745806,-2.05950194,6.761,6.578,Cetus,0.18299999999999983
4687-02318-1,23.42807361,-7.0251475,6.534,5.822,Cetus,0.7119999999999997
4690-01110-1,33.19724278,-2.39346972,6.33,5.721,Cetus,0.609
4691-01115-1,35.55169139,-0.88474722,5.788,5.459,Cetus,0.3290000000000006
4693-01145-1,34.91983611,-4.34558,6.598,6.502,Cetus,0.09600000000000009
4694-01194-1,36.24328528,-2.7800175,6.323,6.333,Cetus,-0.009999999999999787
4696-01076-1,34.24580556,-6.42187056,6.716,5.606,Cetus,1.1100000000000003
4698-01302-1,38.03931861,-1.0348225,6.635,5.47,Cetus,1.165
4699-01214-1,40.30784167,-0.69536944,6.344,5.823,Cetus,0.5209999999999999
4700-01399-1,44.92150833,-2.4649025,5.478,5.537,Eridanus,-0.05900000000000016
4701-01094-1,39.42407944,-3.3960725,6.952,5.761,Cetus,1.1909999999999998
4702-01071-1,42.05495,-3.61915667,6.963,6.866,Eridanus,0.09700000000000042
4703-01165-1,44.67538639,-2.78272694,5.242,5.226,Eridanus,0.016000000000000014
4703-01166-1,44.15601444,-3.71221528,5.265,5.172,Eridanus,0.09299999999999997
4708-01422-1,49.59287083,-0.93015083,6.864,5.597,Cetus,1.2669999999999995
4708-01423-1,48.19303889,-1.19594278,5.75,5.135,Cetus,0.6150000000000002
4713-01123-1,45.53846111,-6.49420417,6.909,6.262,Eridanus,0.6470000000000002
4714-01219-1,49.00354167,-5.91869639,6.301,6.376,Eridanus,-0.07500000000000018
4716-00998-1,52.76663194,-0.48114972,6.777,6.654,Taurus,0.12300000000000022
4717-01350-1,56.12711694,-1.16308028,5.117,5.209,Eridanus,-0.09199999999999964
4718-01021-1,57.56711528,-1.5226325,6.98,6.54,Eridanus,0.4400000000000004
4718-01084-1,58.03619167,-1.14877194,6.764,6.76,Eridanus,0.004000000000000448
4721-01217-1,58.57247194,-2.95286056,6.095,5.887,Eridanus,0.20800000000000018
4721-01218-1,58.57286083,-2.95473667,5.814,4.804,Eridanus,1.0099999999999998
4722-01534-1,52.65437611,-5.07516222,4.611,4.71,Eridanus,-0.0990000000000002
4723-01351-1,55.15971972,-5.21069861,5.345,5.494,Eridanus,-0.14900000000000002
4724-01421-1,58.17355778,-5.36124306,5.357,5.46,Eridanus,-0.10299999999999976
4724-01423-1,58.28485778,-6.63373917,6.427,6.539,Eridanus,-0.1120000000000001
4725-01276-1,60.65275583,-0.26833278,5.985,5.437,Eridanus,0.548
4725-01277-1,60.66026333,-0.80101944,6.965,6.926,Eridanus,0.0389999999999997
4725-01278-1,60.38347722,-1.54962889,5.092,5.241,Eridanus,-0.14900000000000002
4726-01762-1,63.40894333,-1.149725,6.267,6.403,Eridanus,-0.13599999999999923
4728-01405-1,62.45473361,-3.57352722,6.897,6.853,Eridanus,0.04400000000000048
4730-01947-1,65.92032944,-3.74533889,5.261,5.175,Eridanus,0.0860000000000003
4732-01970-1,62.96638889,-6.8377725,4.423,4.067,Eridanus,0.35599999999999987
4732-01971-1,62.59383306,-6.923825,6.625,5.546,Eridanus,1.0789999999999997
4733-02189-1,65.406295,-6.28413972,6.506,6.437,Eridanus,0.06899999999999995
4734-01338-1,67.96945222,-0.04399222,6.619,5.047,Eridanus,1.572
4737-01397-1,74.32171028,-1.06719389,6.734,6.29,Orion,0.44399999999999995
4738-01483-1,68.15643056,-3.20950111,5.584,5.727,Eridanus,-0.14300000000000068
4738-01484-1,69.07975444,-3.35244806,3.681,3.896,Eridanus,-0.21499999999999986
4738-01485-1,69.00696889,-3.61162222,6.217,6.324,Eridanus,-0.1070000000000002
4739-01551-1,69.40044861,-2.47338944,5.546,5.244,Eridanus,0.3020000000000005
4740-01915-1,71.60063278,-2.95439639,6.377,6.322,Orion,0.054999999999999716
4740-01916-1,71.37559278,-3.254625,3.82,3.981,Eridanus,-0.16100000000000003
4741-01618-1,74.5454375,-2.21276972,6.467,6.352,Orion,0.11499999999999932
4744-01773-1,72.30635611,-4.98650722,6.954,7.128,Eridanus,-0.17400000000000038
4745-01840-1,74.10078806,-5.17135306,5.318,5.461,Eridanus,-0.14300000000000068
4745-01841-1,73.223665,-5.452755,4.672,4.395,Eridanus,0.27700000000000014
4746-01393-1,68.4780425,-6.73889611,5.577,5.716,Eridanus,-0.13900000000000023
4748-01630-1,72.15087806,-5.67344306,6.534,5.836,Eridanus,0.6979999999999995
4750-01371-1,75.3568775,-0.69684778,6.924,6.775,Orion,0.14900000000000002
4752-01608-1,80.44061306,-0.3824675,4.489,4.678,Orion,-0.18900000000000006
4752-01609-1,80.38268194,-0.41649389,5.496,5.637,Orion,-0.14099999999999913
4752-01610-1,78.82717194,-1.40906361,6.615,6.2,Orion,0.41500000000000004
4752-01611-1,79.8970125,-1.41189611,6.17,6.301,Orion,-0.13100000000000023
4753-00071-1,82.40649333,-0.02122556,6.952,6.879,Orion,0.0730000000000004
4753-00753-1,82.42331389,-0.80242111,6.792,6.526,Orion,0.266
4753-01890-1,80.92628528,-0.15981306,5.43,5.65,Orion,-0.22000000000000064
4753-01891-1,81.37950583,-0.54393722,6.52,6.552,Orion,-0.03200000000000003
4753-01893-1,81.12046083,-0.89165167,6.281,5.178,Orion,1.1029999999999998
4753-01894-1,82.43325556,-1.09217778,6.774,4.884,Orion,1.8899999999999997
4753-01895-1,81.40207389,-1.49129194,6.211,6.393,Orion,-0.1819999999999995
4754-01468-1,75.16589639,-2.06602417,6.643,6.341,Orion,0.3019999999999996
4754-01470-1,76.22719028,-3.03967306,5.874,6.011,Orion,-0.13700000000000045
4755-01678-1,77.82971472,-2.49078639,6.433,5.945,Orion,0.48799999999999955
4755-01680-1,78.41274056,-3.62202389,6.916,7.069,Orion,-0.15299999999999958
4757-00263-1,81.16825139,-2.49784667,6.862,6.938,Orion,-0.07599999999999962
4757-01587-1,81.74651194,-2.36064472,6.389,6.57,Orion,-0.18100000000000005
4757-01588-1,81.11923861,-2.39713694,3.367,3.564,Orion,-0.19700000000000006
4757-01588-2,81.11970417,-2.39703472,4.71,4.871,Orion,-0.16100000000000048
4757-01590-1,82.23713083,-3.3074125,6.385,6.381,Orion,0.0039999999999995595
4758-01506-1,76.690195,-4.65516278,5.026,5.088,Eridanus,-0.06200000000000028
4759-01670-1,77.18194944,-4.45624694,5.627,5.17,Eridanus,0.45699999999999985
4759-01671-1,76.96263,-5.08626833,2.949,2.779,Eridanus,0.16999999999999993
4760-01404-1,80.11003972,-5.36752472,6.36,6.41,Orion,-0.04999999999999982
4761-01670-1,81.50983639,-5.51850417,6.176,6.225,Orion,-0.04899999999999949
4762-01491-1,76.07497583,-6.03130611,6.921,6.932,Eridanus,-0.01100000000000012
4762-01492-1,75.35977,-7.17397944,4.562,4.752,Eridanus,-0.1899999999999995
4764-01639-1,79.40166028,-6.84438583,3.438,3.556,Orion,-0.11799999999999988
4765-01871-1,82.35585861,-7.2608825,6.528,6.651,Orion,-0.12300000000000022
4766-00559-1,83.51620556,-1.03571833,6.013,6.196,Orion,-0.18299999999999983
4766-02058-1,83.80328,-0.73535694,6.817,6.955,Orion,-0.1379999999999999
4766-02444-1,83.0016925,-0.28453583,6.673,6.828,Orion,-0.15500000000000025
4766-02449-1,83.38102917,-1.15607167,5.144,5.34,Orion,-0.19599999999999973
4766-02452-1,83.17231056,-1.5918325,5.103,5.314,Orion,-0.2110000000000003
4766-02453-1,83.2806075,-1.71736111,6.549,6.667,Orion,-0.11799999999999944
4767-00871-1,84.55723056,-1.16917306,6.637,6.802,Orion,-0.16500000000000004
4767-01404-1,85.21131389,-1.12878639,4.686,4.9,Orion,-0.2140000000000004
4767-01406-1,85.23487083,-1.50718528,6.814,6.972,Orion,-0.15800000000000036
4769-01751-1,89.90728139,-1.44405444,6.526,6.602,Orion,-0.07600000000000051
4770-01714-1,83.56211083,-2.88166167,6.477,6.643,Orion,-0.16599999999999948
4770-01716-1,83.89960083,-3.25283694,6.256,6.385,Orion,-0.12899999999999956
4771-01033-1,85.41795056,-2.89654111,6.827,6.487,Orion,0.33999999999999986
4771-01194-1,84.69669306,-2.59458694,6.236,6.344,Orion,-0.10800000000000054
4771-01196-1,84.68652278,-2.60006861,3.521,3.763,Orion,-0.242
4771-01198-1,85.15539694,-2.82524139,5.959,6.171,Orion,-0.21200000000000063
4771-01201-1,84.87980417,-3.56471111,6.321,6.01,Orion,0.31099999999999994
4772-00740-1,86.93306722,-3.26967889,,11.052,Orion,
4774-00916-1,83.72486583,-4.11041694,6.535,6.687,Orion,-0.15200000000000014
4774-00920-1,83.84300083,-4.42432722,6.062,6.221,Orion,-0.1589999999999998
4774-00921-1,84.02607083,-4.42577139,6.936,7.109,Orion,-0.17300000000000004
4774-00922-1,83.84110361,-4.49417417,6.37,6.522,Orion,-0.15200000000000014
4774-00926-1,83.60031194,-4.8043575,6.994,6.807,Orion,0.1869999999999994
4774-00928-1,83.84650444,-4.83834083,4.385,4.607,Orion,-0.22200000000000042
4774-00929-1,83.91452028,-4.85608722,5.539,5.266,Orion,0.2729999999999997
4774-00930-1,83.82189778,-5.38794917,6.37,6.384,Orion,-0.014000000000000234
4774-00931-1,83.81860444,-5.38969611,5.017,5.061,Orion,-0.043999999999999595
4774-00933-1,83.84540917,-5.41606333,4.913,5.027,Orion,-0.11399999999999988
4774-00934-1,83.86000444,-5.41687306,6.066,6.193,Orion,-0.12699999999999978
4774-00937-1,83.87948444,-4.36404778,6.27,6.429,Orion,-0.1590000000000007
4774-00953-1,83.81595333,-5.3873225,6.501,6.55,Orion,-0.04899999999999949
4775-00733-1,84.47244722,-4.81403667,6.113,6.171,Orion,-0.05799999999999983
4775-00734-1,84.40313722,-4.93413056,6.949,7.123,Orion,-0.17400000000000038
4776-01306-1,87.1454475,-4.09412972,6.724,6.037,Orion,0.6870000000000003
4777-01761-1,88.64456222,-4.06470861,6.334,6.523,Orion,-0.18900000000000006
4777-01764-1,88.8974,-4.78851722,6.334,6.271,Orion,0.06299999999999972
4778-01343-1,84.36398278,-5.93838528,5.753,5.988,Orion,-0.23500000000000032
4778-01358-1,83.81560611,-6.03274639,6.966,7.122,Orion,-0.1559999999999997
4778-01378-1,84.06261139,-5.64792,6.299,6.505,Orion,-0.20599999999999952
4778-01379-1,84.14871972,-6.0647525,5.468,5.713,Orion,-0.2450000000000001
4778-01401-1,83.85825222,-5.90989889,2.485,2.715,Orion,-0.22999999999999998
4778-01403-1,83.76117417,-6.00202528,4.436,4.702,Orion,-0.266
4778-01404-1,83.75419417,-6.0092825,5.275,5.511,Orion,-0.23599999999999977
4778-01405-1,82.83705167,-6.70838278,5.995,6.18,Orion,-0.1849999999999996
4778-01407-1,82.98275194,-7.3015275,4.281,4.565,Orion,-0.2840000000000007
4778-01409-1,82.58647306,-7.43481056,6.078,6.282,Orion,-0.20399999999999974
4779-00672-1,84.65821972,-6.57395722,5.678,5.91,Orion,-0.2320000000000002
4779-00698-1,85.72461889,-6.79631306,6.466,6.015,Orion,0.4510000000000005
4779-00699-1,86.13830167,-6.864275,6.99,6.786,Orion,0.20400000000000063
4779-00700-1,84.72121194,-7.21271056,4.947,4.79,Orion,0.15700000000000003
4784-02567-1,93.89312667,-0.51169583,6.19,5.67,Orion,0.5200000000000005
4785-01026-1,96.60483222,-0.77674139,6.763,6.785,Monoceros,-0.02200000000000024
4785-01756-1,96.14138472,-1.41820194,6.658,6.769,Monoceros,-0.11099999999999977
4785-02407-1,96.31839833,-0.94537861,6.528,5.931,Monoceros,0.5969999999999995
4785-02408-1,96.66496361,-1.50726833,5.953,5.864,Monoceros,0.08900000000000041
4786-00510-1,91.45580639,-2.19519556,,11.447,Orion,
4786-02368-1,90.01394,-3.07408778,6.102,4.669,Orion,1.4330000000000007
4786-02369-1,91.73441444,-3.34118028,6.773,6.884,Orion,-0.11100000000000065
4787-01310-1,93.18586889,-2.50481111,6.684,6.623,Orion,0.06099999999999994
4787-03262-1,93.47601694,-3.74142111,6.987,5.935,Orion,1.0520000000000005
4789-03194-1,96.39484,-2.991445,6.667,6.559,Monoceros,0.10799999999999965
4789-03298-1,95.75612806,-3.27698167,6.374,6.526,Monoceros,-0.15200000000000014
4790-01829-1,91.6614175,-4.19382444,5.201,5.341,Monoceros,-0.14000000000000057
4791-02694-1,93.65294306,-4.56846472,5.619,5.793,Monoceros,-0.17400000000000038
4791-02695-1,92.93216167,-4.6654525,6.127,6.214,Monoceros,-0.08700000000000063
4792-02122-1,93.87358667,-4.91464361,6.095,6.008,Monoceros,0.08699999999999974
4793-02713-1,96.75365806,-4.35564917,6.309,6.451,Monoceros,-0.14199999999999946
4793-02714-1,96.64352333,-4.59739306,5.953,6.11,Monoceros,-0.15700000000000003
4793-02715-1,95.84496917,-4.68747028,6.731,6.658,Monoceros,0.07299999999999951
4793-02716-1,96.98988222,-4.76214667,4.809,5.011,Monoceros,-0.20199999999999996
4794-01529-1,91.74400139,-6.2026425,6.827,6.606,Monoceros,0.22100000000000009
4794-01530-1,91.05626417,-6.70894889,5.128,5.222,Monoceros,-0.0940000000000003
4794-01531-1,90.54505972,-7.28951167,6.976,7.109,Monoceros,-0.133
4795-01768-1,92.40091056,-5.71143306,6.561,6.19,Monoceros,0.37099999999999955
4795-01769-1,93.71389861,-6.27472972,5.694,4.117,Monoceros,1.577
4795-01771-1,92.96589944,-6.55028444,4.791,5.007,Monoceros,-0.2159999999999993
4795-01772-1,92.75506944,-6.75419639,6.175,6.143,Monoceros,0.03200000000000003
4795-01774-1,93.48794639,-7.24808028,6.756,6.771,Monoceros,-0.01499999999999968
4796-02521-1,94.57258889,-5.65433722,6.965,6.87,Monoceros,0.09499999999999975
4797-01881-1,97.20594417,-7.03439861,4.813,5.004,Monoceros,-0.19099999999999984
4798-01735-1,98.40800306,-1.22011417,4.898,5.056,Monoceros,-0.15800000000000036
4800-02672-1,102.70758167,-0.54045917,6.218,5.816,Monoceros,0.40200000000000014
4800-02673-1,101.45856944,-0.71644972,6.736,6.766,Monoceros,-0.03000000000000025
4800-02674-1,102.07952472,-1.318845,6.076,5.767,Monoceros,0.3089999999999993
4801-04454-1,103.60274083,-1.12696389,5.64,5.457,Monoceros,0.18299999999999983
4801-04456-1,103.67517972,-1.75648667,6.826,6.311,Monoceros,0.5149999999999997
4804-03480-1,102.31839139,-2.27202861,5.621,5.733,Monoceros,-0.11199999999999921
4806-03516-1,99.14721083,-5.21111028,5.398,5.498,Monoceros,-0.10000000000000053
4808-01869-1,102.68026833,-4.26621028,6.747,6.849,Monoceros,-0.10200000000000031
4810-02632-1,98.09637028,-5.86872222,5.902,5.63,Monoceros,0.27200000000000024
4811-00064-1,100.34343389,-7.16871972,6.81,6.944,Monoceros,-0.13400000000000034
4811-00200-1,100.53047639,-6.11427028,6.859,6.981,Monoceros,-0.12199999999999989
4812-04891-1,102.88917167,-6.96652222,6.615,6.591,Monoceros,0.02400000000000002
4815-03815-1,107.84846,-0.3019075,5.776,5.464,Monoceros,0.3119999999999994
4815-03816-1,107.96608528,-0.49278028,4.134,4.136,Monoceros,-0.0019999999999997797
4817-02448-1,110.62856972,-0.25933361,6.701,6.764,Monoceros,-0.06300000000000061
4822-03679-1,105.7282475,-4.23923944,4.719,4.937,Monoceros,-0.21799999999999997
4822-03681-1,105.07541472,-5.36734611,6.964,6.347,Monoceros,0.617
4823-04552-1,107.55700722,-4.23760222,6.198,5.026,Monoceros,1.1720000000000006
4825-00395-1,111.51412333,-4.53733417,6.755,6.764,Monoceros,-0.009000000000000341
4828-01330-1,110.60581667,-5.98280917,6.234,5.859,Monoceros,0.375
4828-02768-1,110.39430167,-5.89719389,6.448,6.567,Monoceros,-0.11899999999999977
4834-04115-1,113.20568444,-2.03434806,6.781,6.816,Monoceros,-0.03500000000000014
4837-03335-1,119.93409444,-3.67957944,6.485,5.069,Monoceros,1.4160000000000004
4838-03344-1,114.31969778,-4.11102028,5.654,5.183,Monoceros,0.4710000000000001
4841-03121-1,118.19946056,-5.42818861,6.236,5.812,Monoceros,0.4239999999999995
4843-01495-1,114.46486722,-6.95800083,6.834,6.942,Monoceros,-0.10800000000000054
4846-02652-1,120.30541194,-1.39242917,6.609,4.853,Monoceros,1.7560000000000002
4848-00292-1,125.33449111,-1.60194472,6.582,6.541,Hydra,0.04099999999999948
4848-01369-1,125.05407083,-0.90910139,6.89,6.245,Hydra,0.6449999999999996
4850-02867-1,120.18390694,-2.88192611,6.347,6.458,Monoceros,-0.11099999999999977
4850-02868-1,121.24436306,-3.49583917,6.989,6.982,Monoceros,0.006999999999999673
4851-02878-1,122.14857194,-2.98377667,5.57,4.456,Monoceros,1.1139999999999999
4852-02688-1,124.29003222,-3.36369806,6.627,6.688,Hydra,-0.06099999999999994
4853-02369-1,127.12149056,-2.51710083,6.822,6.452,Hydra,0.3700000000000001
4857-02150-1,126.14638417,-3.75117806,6.148,5.665,Hydra,0.48299999999999965
4857-02151-1,126.41528833,-3.90636472,3.868,3.876,Hydra,-0.008000000000000007
4857-02152-1,126.61344972,-3.98730167,5.86,5.618,Hydra,0.242
4857-02154-1,126.1517575,-4.71686389,6.564,6.075,Hydra,0.4889999999999999
4861-02129-1,125.62582056,-6.17916056,6.41,6.168,Hydra,0.242
4866-02120-1,128.50681667,-2.15160583,5.804,5.792,Hydra,0.012000000000000455
4868-01766-1,131.812525,-1.89705861,5.337,5.284,Hydra,0.052999999999999936
4868-01768-1,132.34056944,-3.44297306,5.174,5.272,Hydra,-0.09799999999999986
4870-01890-1,128.29522167,-5.22261361,6.874,6.813,Hydra,0.06099999999999994
